Species_Latin,match.IOC,synonyms,Species_Common,Treename,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,SearcherID,Evidence_Type,Evidence_Details,Female_Territoriality,Territorial_Period,Territory_Classification,Justification_Summary,References,Other_Notes,Territory_ClassificationYL,Territory_ClassificationEW,IT_project_classification_from_BNA,JPD_notes,PigotTobias_Territoriality,TerritoryType,Territory.Min,Territory.Max
Tangara phillipsi,36522,Tangara phillipsi,Sira Tanager,Tangara_phillipsi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara callophrys,36539,Tangara callophrys,Opal-crowned Tanager,Tangara_callophrys,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara xanthogastra,36428,Tangara xanthogastra;Ixothraupis xanthogastra,Yellow-bellied Tanager,Tangara_xanthogastra,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis egregia,36548,Dacnis egregia,Yellow-tufted Dacnis,Dacnis_egregia,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara labradorides,36487,Tangara labradorides,Metallic-green Tanager,Tangara_labradorides,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara seledon,36388,Tangara seledon,Green-headed Tanager,Tangara_seledon,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara vitriolina,36476,Tangara vitriolina,Scrub Tanager,Tangara_vitriolina,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara cabanisi,36373,Tangara cabanisi,Azure-rumped Tanager,Tangara_cabanisi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara nigroviridis,36511,Tangara nigroviridis,Beryl-spangled Tanager,Tangara_nigroviridis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara inornata,36369,Tangara inornata,Plain-coloured Tanager,Tangara_inornata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Cyanerpes caeruleus,36572,Cyanerpes caeruleus,Purple Honeycreeper,Cyanerpes_caeruleus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis viguieri,36566,Dacnis viguieri,Viridian Dacnis,Dacnis_viguieri,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara palmeri,36374,Tangara palmeri,Grey-and-gold Tanager,Tangara_palmeri,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tersina viridis,36540,Tersina viridis,Swallow Tanager,Tersina_viridis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis flaviventer,36551,Dacnis flaviventer,Yellow-bellied Dacnis,Dacnis_flaviventer,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara chrysotis,36422,Tangara chrysotis,Golden-eared Tanager,Tangara_chrysotis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Thraupis sayaca,36245,Thraupis sayaca;Tangara sayaca ,Sayaca Tanager,Thraupis_sayaca,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Cyanerpes cyaneus,36578,Cyanerpes cyaneus,Red-legged Honeycreeper,Cyanerpes_cyaneus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara cyanoptera,36251,Thraupis cyanoptera;Tangara cyanoptera ,Black-headed Tanager,Tangara_cyanoptera,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Hemithraupis guira,36606,Hemithraupis guira,Guira Tanager,Hemithraupis_guira,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Chlorornis riefferii,36329,Chlorornis riefferii,Grass-green Tanager,Chlorornis_riefferii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Hemithraupis ruficapilla,36615,Hemithraupis ruficapilla,Rufous-headed Tanager,Hemithraupis_ruficapilla,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara rufigula,36445,Tangara rufigula;Ixothraupis rufigula,Rufous-throated Tanager,Tangara_rufigula,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara gyrola,36446,Tangara gyrola,Bay-headed Tanager,Tangara_gyrola,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Chrysothlypis salmoni,36634,Chrysothlypis salmoni;Erythrothlypis salmoni,Scarlet-and-white Tanager,Chrysothlypis_salmoni,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Thraupis abbas,36253,Thraupis abbas;Tangara abbas ,Yellow-winged Tanager,Thraupis_abbas,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara larvata,36501,Tangara larvata,Golden-hooded Tanager,Tangara_larvata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara fastuosa,36387,Tangara fastuosa,Seven-coloured Tanager,Tangara_fastuosa,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara arthus,36403,Tangara arthus,Golden Tanager,Tangara_arthus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Thraupis bonariensis,36268,Thraupis bonariensis;Pipraeidea bonariensis,Blue-and-yellow Tanager,Thraupis_bonariensis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara mexicana,36375,Tangara mexicana,Turquoise Tanager,Tangara_mexicana,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara velia,36533,Tangara velia,Opal-rumped Tanager,Tangara_velia,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara chilensis,36382,Tangara chilensis,Paradise Tanager,Tangara_chilensis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara vassorii,36516,Tangara vassorii,Blue-and-black Tanager,Tangara_vassorii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Bangsia edwardsi,36282,Bangsia edwardsi;Buthraupis edwardsi,Moss-backed Tanager,Bangsia_edwardsi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara argyrofenges,36526,Tangara argyrofenges,Straw-backed Tanager,Tangara_argyrofenges,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Chlorochrysa calliparaea,36363,Chlorochrysa calliparaea,Orange-eared Tanager,Chlorochrysa_calliparaea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis albiventris,36544,Dacnis albiventris,White-bellied Dacnis,Dacnis_albiventris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara parzudakii,36423,Tangara parzudakii,Flame-faced Tanager,Tangara_parzudakii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara preciosa,36475,Tangara preciosa,Chestnut-backed Tanager,Tangara_preciosa,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara lavinia,36456,Tangara lavinia,Rufous-winged Tanager,Tangara_lavinia,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara cyanoventris,36394,Tangara cyanoventris,Gilt-edged Tanager,Tangara_cyanoventris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Hemithraupis flavicollis,36618,Hemithraupis flavicollis,Yellow-backed Tanager,Hemithraupis_flavicollis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tachyphonus luctuosus,36175,Tachyphonus luctuosus;Islerothraupis luctuosa;Trichothraupis luctuosa,White-shouldered Tanager,Tachyphonus_luctuosus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Wetmorethraupis sterrhopteron,36284,Wetmorethraupis sterrhopteron,Orange-throated Tanager,Wetmorethraupis_sterrhopteron,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tachyphonus delatrii,36181,Tachyphonus delatrii;Chrysocorypha delatrii;Lanio delatrii        ,Tawny-crested Tanager,Tachyphonus_delatrii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara cucullata,36470,Tangara cucullata,Lesser Antillean Tanager,Tangara_cucullata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tachyphonus rufiventer,36169,Tachyphonus rufiventer;Islerothraupis rufiventer;Trichothraupis rufiventer,Yellow-crested Tanager,Tachyphonus_rufiventer,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara dowii,36507,Tangara dowii,Spangle-cheeked Tanager,Tangara_dowii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara viridicollis,36523,Tangara viridicollis,Silver-backed Tanager,Tangara_viridicollis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara guttata,36437,Tangara guttata;Ixothraupis guttata,Speckled Tanager,Tangara_guttata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Cyanerpes nitidus,36568,Cyanerpes nitidus,Short-billed Honeycreeper,Cyanerpes_nitidus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara heinei,36521,Tangara heinei,Black-capped Tanager,Tangara_heinei,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara schrankii,36396,Tangara schrankii,Green-and-gold Tanager,Tangara_schrankii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Chrysothlypis chrysomelas,36630,Chrysothlypis chrysomelas,Black-and-yellow Tanager,Chrysothlypis_chrysomelas,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Tangara xanthocephala,36418,Tangara xanthocephala,Saffron-crowned Tanager,Tangara_xanthocephala,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Anisognathus notabilis,36328,Anisognathus notabilis;Compsocoma notabilis  ,Black-chinned Mountain-tanager,Anisognathus_notabilis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis berlepschi,36567,Dacnis berlepschi,Scarlet-breasted Dacnis,Dacnis_berlepschi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Dacnis nigripes,36553,Dacnis nigripes,Black-legged Dacnis,Dacnis_nigripes,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,none,,,
Nesospiza acunhae,36812,Nesospiza acunhae,Inaccessible Bunting,Nesospiza_acunhae,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza erythrophrys,36844,Poospiza erythrophrys;Microspingus erythrophrys,Rusty-browed Warbling-finch,Poospiza_erythrophrys,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Hemispingus trifasciatus,36123,Hemispingus trifasciatus;Microspingus trifasciatus,Three-striped Hemispingus,Hemispingus_trifasciatus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza rubecula,36857,Poospiza rubecula,Rufous-breasted Warbling-finch,Poospiza_rubecula,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sporophila bouvronides,37042,Sporophila bouvronides,Lesson's Seedeater,Sporophila_bouvronides,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Coryphaspiza melanotis,36746,Coryphaspiza melanotis,Black-masked Finch,Coryphaspiza_melanotis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza cinerea,36865,Poospiza cinerea;Microspingus cinereus,Cinereous Warbling-finch,Poospiza_cinerea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Donacospiza albifrons,36810,Donacospiza albifrons,Long-tailed Reed-finch,Donacospiza_albifrons,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Xenospingus concolor,36830,Xenospingus concolor,Slender-billed Finch,Xenospingus_concolor,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza cabanisi,36855,Poospiza cabanisi;Microspingus cabanisi,Grey-throated Warbling-finch,Poospiza_cabanisi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Hemispingus xanthophthalmus,36122,Hemispingus xanthophthalmus;Pseudospingus xanthophthalmus,Drab Hemispingus,Hemispingus_xanthophthalmus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Pyrrhocoma ruficeps,36144,Pyrrhocoma ruficeps;Thlypopsis pyrrhocoma,Chestnut-headed Tanager,Pyrrhocoma_ruficeps,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Tiaris fuliginosus,37198,Tiaris fuliginosus;Asemospiza fuliginosa;Tiaris fuliginosa    ,Sooty Grassquit,Tiaris_fuliginosus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Iridosornis porphyrocephalus,36346,Iridosornis porphyrocephalus;Iridosornis porphyrocephala ,Purplish-mantled Tanager,Iridosornis_porphyrocephalus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Oryzoborus crassirostris,37102,Oryzoborus crassirostris;Sporophila crassirostris,Large-billed Seed-finch,Oryzoborus_crassirostris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Phrygilus fruticeti,36768,Phrygilus fruticeti;Rhopospina fruticeti,Mourning Sierra-finch,Phrygilus_fruticeti,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sporophila caerulescens,37055,Sporophila caerulescens,Double-collared Seedeater,Sporophila_caerulescens,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Iridosornis analis,36347,Iridosornis analis,Yellow-throated Tanager,Iridosornis_analis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sporophila intermedia,37020,Sporophila intermedia,Grey Seedeater,Sporophila_intermedia,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Anisognathus igniventris,36311,Anisognathus igniventris,Scarlet-bellied Mountain-tanager,Anisognathus_igniventris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Lophospingus pusillus,36808,Lophospingus pusillus,Black-crested Finch,Lophospingus_pusillus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Ramphocelus nigrogularis,36200,Ramphocelus nigrogularis,Masked Crimson Tanager,Ramphocelus_nigrogularis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sporophila americana,37026,Sporophila americana,Wing-barred Seedeater,Sporophila_americana,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Incaspiza watkinsi,36837,Incaspiza watkinsi,Little Inca-finch,Incaspiza_watkinsi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza melanoleuca,36863,Poospiza melanoleuca;Microspingus melanoleucus,Black-capped Warbling-finch,Poospiza_melanoleuca,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Camarhynchus pallidus,37255,Camarhynchus pallidus;Geospiza pallida     ,Woodpecker Finch,Camarhynchus_pallidus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Thlypopsis ornata,36133,Thlypopsis ornata,Rufous-chested Tanager,Thlypopsis_ornata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Trichothraupis melanops,36149,Trichothraupis melanops,Black-goggled Tanager,Trichothraupis_melanops,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Porphyrospiza caerulescens,36794,Porphyrospiza caerulescens;Rhopospina caerulescens;Passerina caerulescens    ,Blue Finch,Porphyrospiza_caerulescens,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Piezorhina cinerea,36829,Piezorina cinerea;Piezorhina cinerea,Cinereous Finch,Piezorhina_cinerea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Phrygilus dorsalis,36780,Phrygilus dorsalis;Ephippiospingus dorsalis;Idiopsar dorsalis        Diuca dorsalis          ,Red-backed Sierra-finch,Phrygilus_dorsalis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Melanodera xanthogramma,36798,Melanodera xanthogramma,Yellow-bridled Finch,Melanodera_xanthogramma,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Lanio leucothorax,36186,Lanio leucothorax,White-throated Shrike-tanager,Lanio_leucothorax,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Saltator rufiventris,36335,Pseudosaltator rufiventris;Dubusia rufiventris        Saltator rufiventris      ,Rufous-bellied Saltator,Saltator_rufiventris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Conirostrum albifrons,36665,Conirostrum albifrons,Capped Conebill,Conirostrum_albifrons,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sporophila albogularis,37059,Sporophila albogularis,White-throated Seedeater,Sporophila_albogularis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Thlypopsis inornata,36142,Thlypopsis inornata,Buff-bellied Tanager,Thlypopsis_inornata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Heterospingus xanthopygius,36603,Heterospingus xanthopygius,Scarlet-browed Tanager,Heterospingus_xanthopygius,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Iridosornis rufivertex,36351,Iridosornis rufivertex,Golden-crowned Tanager,Iridosornis_rufivertex,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Iridosornis reinhardti,36356,Iridosornis reinhardti,Yellow-scarfed Tanager,Iridosornis_reinhardti,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Lophospingus griseocristatus,36809,Lophospingus griseocristatus,Grey-crested Finch,Lophospingus_griseocristatus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Incaspiza personata,36833,Incaspiza personata,Rufous-backed Inca-finch,Incaspiza_personata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Sicalis lutea,36874,Sicalis lutea,Puna Yellow-finch,Sicalis_lutea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Conirostrum ferrugineiventre,36658,Conirostrum ferrugineiventre,White-browed Conebill,Conirostrum_ferrugineiventre,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Poospiza boliviana,36839,Poospiza boliviana,Bolivian Warbling-finch,Poospiza_boliviana,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Loxigilla violacea,37206,Loxigilla violacea;Melopyrrha violacea;Pyrrhulagra violacea,Greater Antillean Bullfinch,Loxigilla_violacea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Camarhynchus psittacula,37247,Camarhynchus psittacula;Geospiza psittacula    ,Large Tree-finch,Camarhynchus_psittacula,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Oryzoborus angolensis,37097,Oryzoborus angolensis;Sporophila angolensis,Lesser Seed-finch,Oryzoborus_angolensis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Anisognathus lacrymosus,36301,Anisognathus lacrymosus,Lacrimose Mountain-tanager,Anisognathus_lacrymosus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
