Species,SpeciesID,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity,Territoriality_Ours,PigotTobias2019
Accipiter_albogularis,Accipiter_albogularis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,10.53106101,5.516448376,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.562341325,2.587764035,NA,1
Accipiter_badius,Accipiter_badius,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.92441788,4.876341706,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.145202037,4.646312129,NA,1
Accipiter_bicolor,Accipiter_bicolor,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.42860578,5.661361981,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.050969125,3.020424886,NA,1
Accipiter_brachyurus,Accipiter_brachyurus,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,9.873672467,4.955827058,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.547722558,1.029619417,NA,1
Accipiter_brevipes,Accipiter_brevipes,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.89244715,5.228323995,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.252373233,3.956996371,NA,1
Accipiter_butleri,Accipiter_butleri,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,5.792403666,5.807962294,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.754695306,0.979370361,4.384523515,NA,1
Accipiter_castanilius,Accipiter_castanilius,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.55570081,5.059488948,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.89790076,3.411147713,NA,1
Accipiter_chilensis,Accipiter_chilensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,NE,0,13.4125936,5.908082938,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.979370361,2.995732274,NA,1
Accipiter_chionogaster,Accipiter_chionogaster,Accipitridae,Nonpasseriformes,,,Accipitriformes,NE,0,11.84414751,5.807962294,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.754695306,1.215105883,4.582924577,NA,1
Accipiter_cirrocephalus,Accipiter_cirrocephalus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.51819192,5.110359958,Vertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,0.800195241,1.757857918,NA,1
Accipiter_collaris,Accipiter_collaris,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,12.44222403,5.807962294,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,1.057371263,3.735285827,NA,1
Accipiter_cooperii,Accipiter_cooperii,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.94277066,6.063017472,Vertebrates,AerialScreaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.474739407,3.520460802,NA,1
Accipiter_erythrauchen,Accipiter_erythrauchen,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,10.78208265,5.049856007,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.651355562,3.430756184,NA,1
Accipiter_erythronemius,Accipiter_erythronemius,Accipitridae,Nonpasseriformes,,,Accipitriformes,NE,0,15.30305953,4.828313737,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.754695306,1.210903724,3.589059119,NA,1
Accipiter_erythropus,Accipiter_erythropus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.17771794,4.711330382,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1,3.848017675,NA,1
Accipiter_fasciatus,Accipiter_fasciatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.91722745,5.882374865,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.740082804,1.589235205,NA,1
Accipiter_francesiae,Accipiter_francesiae,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.16056126,4.918666193,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.88375617,3.17805383,NA,1
Accipiter_gentilis,Accipiter_gentilis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,17.27413279,6.763931097,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.161496344,3.169685581,NA,1
Accipiter_griseiceps,Accipiter_griseiceps,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,11.85370911,5.528476253,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.684866101,3.824284091,NA,1
Accipiter_gularis,Accipiter_gularis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.38059209,4.792976673,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.22338177,4.14472077,NA,1
Accipiter_gundlachi,Accipiter_gundlachi,Accipitridae,Nonpasseriformes,,,Accipitriformes,EN,1,9.444811523,6.514712691,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.050969125,4.921439715,NA,1
Accipiter_haplochrous,Accipiter_haplochrous,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,9.704402266,5.290335597,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.968546928,3.0301337,NA,1
Accipiter_henicogrammus,Accipiter_henicogrammus,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,10.03372164,5.807962294,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.611690885,3.47506723,NA,1
Accipiter_henstii,Accipiter_henstii,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,12.98226832,6.956545443,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.868897833,3.086486637,NA,1
Accipiter_imitator,Accipiter_imitator,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,9.215347814,5.404882157,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.514368672,1.945910149,NA,1
Accipiter_luteoschistaceus,Accipiter_luteoschistaceus,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,9.756326555,5.365976015,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.547722558,1.064710737,NA,1
Accipiter_madagascariensis,Accipiter_madagascariensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,13.07442109,5.195232038,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.849182109,3.19047635,NA,1
Accipiter_melanochlamys,Accipiter_melanochlamys,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,11.65659195,5.579729826,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.668740305,2.867898902,NA,1
Accipiter_melanoleucus,Accipiter_melanoleucus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.02016194,6.549636436,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.012272234,3.875359021,NA,1
Accipiter_meyerianus,Accipiter_meyerianus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,12.50257892,6.637965514,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.651355562,2.734367509,NA,1
Accipiter_minullus,Accipiter_minullus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.73161355,4.470838473,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.965783571,3.629660094,NA,1
Accipiter_nanus,Accipiter_nanus,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,11.61256082,5.807962294,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.809780126,4.018183201,NA,1
Accipiter_nisus,Accipiter_nisus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.97663686,5.397212024,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.242064758,3.650658241,NA,1
Accipiter_novaehollandiae,Accipiter_novaehollandiae,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.40720784,5.787081414,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.945741609,2.332143895,NA,1
Accipiter_ovampensis,Accipiter_ovampensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.80271368,5.272999559,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.994962056,3.61361697,NA,1
Accipiter_poliocephalus,Accipiter_poliocephalus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.41727004,5.369521126,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.622332977,2.066862759,NA,1
Accipiter_poliogaster,Accipiter_poliogaster,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,15.79007325,7.222135269,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,1.007417072,2.890371758,NA,1
Accipiter_princeps,Accipiter_princeps,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,9.354406083,5.807962294,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.562341325,0.832909123,NA,1
Accipiter_rhodogaster,Accipiter_rhodogaster,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,11.89161392,5.151613887,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.733836822,3.860729711,NA,1
Accipiter_rufitorques,Accipiter_rufitorques,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,9.77457974,5.342334252,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.014673846,4.258445573,NA,1
Accipiter_rufiventris,Accipiter_rufiventris,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.53587377,5.288267031,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.880111737,4.633757643,NA,1
Accipiter_soloensis,Accipiter_soloensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.68041561,5.104550562,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.434118677,5.678464667,NA,1
Accipiter_striatus,Accipiter_striatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.23491223,4.872062644,Vertebrates,AerialScreaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.261188872,3.08190997,NA,1
Accipiter_superciliosus,Accipiter_superciliosus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.96263084,4.600258142,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.99749057,2.884800713,NA,1
Accipiter_tachiro,Accipiter_tachiro,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.45887637,5.942799375,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.002490679,3.597312261,NA,1
Accipiter_toussenelii,Accipiter_toussenelii,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.34107857,5.518616877,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.979370361,4.043051268,NA,1
Accipiter_trinotatus,Accipiter_trinotatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,11.69723588,4.983606622,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.754695306,0.746174535,3.862832761,NA,1
Accipiter_trivirgatus,Accipiter_trivirgatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.02936402,5.579880758,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.196570978,4.793308128,NA,1
Accipiter_ventralis,Accipiter_ventralis,Accipitridae,Nonpasseriformes,,,Accipitriformes,NE,0,13.25504238,5.451038454,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.754695306,1.252373233,4.333361463,NA,1
Accipiter_virgatus,Accipiter_virgatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.29665899,4.762088461,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.254910983,5.232177564,NA,1
Aegypius_monachus,Aegypius_monachus,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,15.73515785,9.139976919,Ca,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.939774487,3.161246712,NA,1
Aquila_adalberti,Aquila_adalberti,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,11.78462525,7.992278785,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.602217067,4.405498991,NA,1
Aquila_africanus,Aquila_africanus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.46691579,6.953684211,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.887356066,3.77505715,NA,1
Aquila_audax,Aquila_audax,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.85408424,8.146088929,Vertebrates,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.746174535,1.30833282,NA,1
Aquila_chrysaetos,Aquila_chrysaetos,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,17.49047301,8.354196501,Vertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.046635139,3.194583132,NA,1
Aquila_clanga,Aquila_clanga,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,16.0105416,7.675216482,Vertebrates,ForagingGeneralist,Migratory,NonCooperative,ExposedElevated,weak,Wetland,No,0.693147181,1.131646962,3.299533728,NA,1
Aquila_fasciatus,Aquila_fasciatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.55620906,7.568632335,Vertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.406190596,5.331752143,NA,1
Aquila_gurneyi,Aquila_gurneyi,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,13.30768859,8.026166927,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.632455532,2.312535424,NA,1
Aquila_hastata,Aquila_hastata,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,14.69483228,7.214806061,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.381259716,6.05490872,NA,1
Aquila_heliaca,Aquila_heliaca,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,16.07254829,8.04725676,Vertebrates,ForagingGeneralist,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.091621514,3.265759411,NA,1
Aquila_nipalensis,Aquila_nipalensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,EN,1,15.75203285,7.906300425,Vertebrates,AerialScreaning,Migratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.845069727,2.509599262,NA,1
Aquila_pomarina,Aquila_pomarina,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.51531135,7.214806061,Vertebrates,ForagingGeneralist,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.436654706,4.385769621,NA,1
Aquila_rapax,Aquila_rapax,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.68175191,7.712470668,Vertebrates,ForagingGeneralist,Migratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.033299485,4.360547603,NA,1
Aquila_verreauxii,Aquila_verreauxii,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.20837325,8.341648619,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.954485913,3.770459441,NA,1
Aquila_wahlbergi,Aquila_wahlbergi,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.07436533,6.461452551,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.031025985,3.594568775,NA,1
Aviceda_cuculoides,Aviceda_cuculoides,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.17574453,5.624017506,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.021778181,3.703768067,NA,1
Aviceda_jerdoni,Aviceda_jerdoni,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.28143306,5.894402834,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.10297439,4.294560609,NA,1
Aviceda_leuphotes,Aviceda_leuphotes,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.07638225,5.267755061,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.244665955,5.209486153,NA,1
Aviceda_madagascariensis,Aviceda_madagascariensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,12.73880897,5.676753802,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.754695306,0.857232129,3.299533728,NA,1
Aviceda_subcristata,Aviceda_subcristata,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.35949899,5.776568144,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.88375617,2.674148649,NA,1
Busarellus_nigricollis,Busarellus_nigricollis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.3669199,6.641364921,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.077912336,3.18221184,NA,1
Butastur_indicus,Butastur_indicus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.4182045,6.0273142,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.434118677,5.009301071,NA,1
Butastur_liventer,Butastur_liventer,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.12509944,5.823016309,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.293568728,5.174453379,NA,1
Butastur_rufipennis,Butastur_rufipennis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.1041511,5.813742397,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.901334478,3.577947893,NA,1
Butastur_teesa,Butastur_teesa,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.19411679,5.783825182,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.364841969,5.740435792,NA,1
Buteo_albicaudatus,Buteo_albicaudatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.06337156,6.785587645,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.156680084,3.401197382,NA,1
Buteo_albigula,Buteo_albigula,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.83684955,6.263379215,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,1.075910633,3.484312288,NA,1
Buteo_albonotatus,Buteo_albonotatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.78859649,6.614618356,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.159897584,3.56671182,NA,1
Buteo_augur,Buteo_augur,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.17877513,7.002319726,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.914691219,4.003690194,NA,1
Buteo_auguralis,Buteo_auguralis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.76771364,6.49816166,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.017058525,3.795489189,NA,1
Buteo_brachypterus,Buteo_brachypterus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.28977483,6.23636959,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.911406817,3.335769576,NA,1
Buteo_brachyurus,Buteo_brachyurus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.48082752,6.206596088,Vertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.085809657,3.246490992,NA,1
Buteo_buteo,Buteo_buteo,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.27680385,6.632133521,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.421232208,4.06731589,NA,1
Buteo_galapagoensis,Buteo_galapagoensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,8.637550688,7.036535402,Vertebrates,AerialScreaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,Yes,0.693147181,0.514368672,0,NA,1
Buteo_hemilasius,Buteo_hemilasius,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.49519998,7.214423469,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.763606698,2.509599262,NA,1
Buteo_jamaicensis,Buteo_jamaicensis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.5539492,7.004119449,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.312771417,3.246490992,NA,1
Buteo_lagopus,Buteo_lagopus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.08918777,6.856209321,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,0.779920671,0.530628251,NA,1
Buteo_leucorrhous,Buteo_leucorrhous,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,13.98888849,5.669880923,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.385978813,4.377014093,NA,1
Buteo_lineatus,Buteo_lineatus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.08020176,6.403110514,Vertebrates,AerialScreaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.743955637,4.272490748,NA,1
Buteo_magnirostris,Buteo_magnirostris,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.526413,5.59471138,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.071873374,3.161246712,NA,1
Buteo_nitidus,Buteo_nitidus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,16.28738528,6.251980951,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.044447802,3.072693315,NA,1
Buteo_oreophilus,Buteo_oreophilus,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,13.42202194,6.551066049,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.849182109,4.758749274,NA,1
Buteo_platypterus,Buteo_platypterus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.39738169,6.117325976,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.591162399,3.824284091,NA,1
Buteo_polyosoma,Buteo_polyosoma,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.96782632,6.662634488,Vertebrates,AerialScreaning,PartiallyMigratory,Cooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.962996287,2.954910279,NA,1
Buteo_regalis,Buteo_regalis,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.83792774,7.270438139,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.10297439,1.916922612,NA,1
Buteo_ridgwayi,Buteo_ridgwayi,Accipitridae,Nonpasseriformes,,,Accipitriformes,CR,1,5.348059458,6.764346696,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.763606698,2.595254707,NA,1
Buteo_rufinus,Buteo_rufinus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.92603249,7.061488729,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.150163317,3.658420247,NA,1
Buteo_rufofuscus,Buteo_rufofuscus,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,14.24325972,7.333023014,Vertebrates,AerialScreaning,PartiallyMigratory,Cooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.069837518,3.391147046,NA,1
Buteo_solitarius,Buteo_solitarius,Accipitridae,Nonpasseriformes,,,Accipitriformes,NT,0,8.847589866,6.216366551,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.095445115,3.198673118,NA,1
Buteo_swainsoni,Buteo_swainsoni,Accipitridae,Nonpasseriformes,,,Accipitriformes,LC,0,15.27482868,6.852887182,Vertebrates,AerialSallying,Migratory,Cooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.148516694,2.2300144,NA,1
Buteo_ventralis,Buteo_ventralis,Accipitridae,Nonpasseriformes,,,Accipitriformes,VU,1,13.19407976,7.082145465,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.769160567,1.774952351,NA,1
