Species,SpeciesID,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity,Territoriality_Ours,PigotTobias2019
Macropygia_tenuirostris,Macropygia_tenuirostris,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.55088501,5.176149733,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.199478827,5.540871311,NA,1
Macropygia_unchall,Macropygia_unchall,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,14.75180723,5.123963979,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,1.140175425,4.685828089,NA,1
Metriopelia_aymara,Metriopelia_aymara,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.63196577,4.123903364,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.890912674,2.459588842,NA,1
Metriopelia_ceciliae,Metriopelia_ceciliae,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.10229903,4.009149716,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.914691219,3.242592351,NA,1
Metriopelia_melanoptera,Metriopelia_melanoptera,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,14.42797656,4.605170186,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.994962056,2.995732274,NA,1
Metriopelia_morenoi,Metriopelia_morenoi,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,11.57271397,3.353406718,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,0.908086519,1.16315081,NA,1
Nesoenas_mayeri,Nesoenas_mayeri,Columbidae,Nonpasseriformes,,,Columbiformes,EN,1,4.318820559,5.712940412,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.693147181,0.974003746,0,NA,1
Nesoenas_picturata,Nesoenas_picturata,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.29430323,5.174962588,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.914691219,3.36729583,NA,1
Ocyphaps_lophotes,Ocyphaps_lophotes,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.81466446,5.318119994,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,0.740082804,1.30833282,NA,1
Oena_capensis,Oena_capensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.10616792,3.703768067,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.957347972,3.404525172,NA,1
Otidiphaps_nobilis,Otidiphaps_nobilis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.05850921,6.214588098,Fruit,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,0,0.66021958,2.128231706,NA,1
Patagioenas_araucana,Patagioenas_araucana,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.57230616,5.298317367,Fruit,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.077912336,3.342861805,NA,1
Patagioenas_caribaea,Patagioenas_caribaea,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,8.868694777,5.521460918,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.597945264,5.201255654,NA,1
Patagioenas_cayennensis,Patagioenas_cayennensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.41947155,5.433722004,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.057371263,3.072693315,NA,1
Patagioenas_corensis,Patagioenas_corensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,11.76822948,5.606867675,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.479394086,4.469350463,NA,1
Patagioenas_fasciata,Patagioenas_fasciata,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.12274791,5.90345267,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,1.263673986,3.850147602,NA,1
Patagioenas_flavirostris,Patagioenas_flavirostris,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.72880299,5.601417468,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.27708678,4.12552018,NA,1
Patagioenas_goodsoni,Patagioenas_goodsoni,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,11.37403459,5.731592175,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.86117353,3.265759411,NA,1
Patagioenas_inornata,Patagioenas_inornata,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,10.83835271,5.899897354,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,1.731569482,5.070161273,NA,1
Patagioenas_leucocephala,Patagioenas_leucocephala,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,12.38406359,5.481222087,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Coastal,No,0.693147181,1.466882231,5.136974216,NA,1
Patagioenas_maculosa,Patagioenas_maculosa,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.26404637,5.84932478,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,1.053116162,2.890371758,NA,1
Patagioenas_nigrirostris,Patagioenas_nigrirostris,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.77250458,5.170483995,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.979370361,3.135494216,NA,1
Patagioenas_oenops,Patagioenas_oenops,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,8.687492773,5.578105867,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.880111737,3.484312288,NA,1
Patagioenas_picazuro,Patagioenas_picazuro,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.5782528,5.631211782,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.156680084,3.317815773,NA,1
Patagioenas_plumbea,Patagioenas_plumbea,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.697242,5.186100063,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.012272234,3.086486637,NA,1
Patagioenas_speciosa,Patagioenas_speciosa,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.85844874,5.554779633,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.067789972,3.08190997,NA,1
Patagioenas_squamosa,Patagioenas_squamosa,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.2199864,5.743003188,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,1.463703702,5.148656592,NA,1
Patagioenas_subvinacea,Patagioenas_subvinacea,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,15.74651176,5.090554917,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.857232129,2.240709689,NA,1
Petrophassa_albipennis,Petrophassa_albipennis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.37036515,4.822456618,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.819036259,0.09531018,NA,1
Petrophassa_rufipennis,Petrophassa_rufipennis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.91794076,5.068904202,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,0.86117353,0.09531018,NA,1
Phapitreron_amethystinus,Phapitreron_amethystinus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.40040429,4.976733742,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.220641816,5.590613777,NA,1
Phapitreron_brunneiceps,Phapitreron_brunneiceps,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,11.46591562,4.983606622,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.059479691,4.919980926,NA,1
Phapitreron_cinereiceps,Phapitreron_cinereiceps,Columbidae,Nonpasseriformes,,,Columbiformes,EN,1,6.432135911,4.983606622,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.693147181,0.714074192,5.755109102,NA,1
Phapitreron_leucotis,Phapitreron_leucotis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.5227845,4.682131227,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.215105883,5.590613777,NA,1
Phaps_chalcoptera,Phaps_chalcoptera,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.58867995,5.801332568,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,0.774596669,1.504077397,NA,1
Phaps_elegans,Phaps_elegans,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.45122199,5.353562841,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.108521796,3.186352633,NA,1
Phaps_histrionica,Phaps_histrionica,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.13300673,5.666322876,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.611690885,0.09531018,NA,1
Ptilinopus_arcanus,Ptilinopus_arcanus,Columbidae,Nonpasseriformes,,,Columbiformes,CR,1,4.75272775,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.872683969,2.58021683,NA,1
Ptilinopus_aurantiifrons,Ptilinopus_aurantiifrons,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.08082738,5.023880521,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.622332977,2.066862759,NA,1
Ptilinopus_bernsteinii,Ptilinopus_bernsteinii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.976909933,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.676947243,3.706228092,NA,1
Ptilinopus_chalcurus,Ptilinopus_chalcurus,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,3.222867846,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.414597592,0.547722558,0,NA,1
Ptilinopus_cinctus,Ptilinopus_cinctus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,11.62853815,5.493061443,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.960184589,4.470495283,NA,1
Ptilinopus_coralensis,Ptilinopus_coralensis,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,6.483413115,4.421728002,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.53182959,0,NA,1
Ptilinopus_coronulatus,Ptilinopus_coronulatus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.41549363,4.338597077,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.632455532,2.066862759,NA,1
Ptilinopus_dohertyi,Ptilinopus_dohertyi,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,9.278419493,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.720843424,3.832979798,NA,1
Ptilinopus_dupetithouarsii,Ptilinopus_dupetithouarsii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,6.925889849,4.600057137,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.746174535,0,NA,1
Ptilinopus_eugeniae,Ptilinopus_eugeniae,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,8.126488609,4.736198448,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.4949232,2.379546134,NA,1
Ptilinopus_fischeri,Ptilinopus_fischeri,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.62915758,5.176149733,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.562341325,2.844909384,NA,1
Ptilinopus_granulifrons,Ptilinopus_granulifrons,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,7.639113047,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.600462428,2.140066163,NA,1
Ptilinopus_greyii,Ptilinopus_greyii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.37429398,4.414977735,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.904729394,2.90690106,NA,1
Ptilinopus_huttoni,Ptilinopus_huttoni,Columbidae,Nonpasseriformes,,,Columbiformes,EN,1,1.481604541,4.86753445,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.414597592,0,0,NA,1
Ptilinopus_hyogastrus,Ptilinopus_hyogastrus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.944399143,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.611690885,3.370738174,NA,1
Ptilinopus_insolitus,Ptilinopus_insolitus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.67132004,4.916251352,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.632455532,2.844909384,NA,1
Ptilinopus_insularis,Ptilinopus_insularis,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,3.716008122,4.644390899,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.414597592,0.642114135,0,NA,1
Ptilinopus_iozonus,Ptilinopus_iozonus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.42143885,4.736198448,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.632455532,2.066862759,NA,1
Ptilinopus_jambu,Ptilinopus_jambu,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,14.15661995,4.905274778,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.131646962,4.097672352,NA,1
Ptilinopus_layardi,Ptilinopus_layardi,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,6.141822329,3.842458542,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.622332977,0,NA,1
Ptilinopus_leclancheri,Ptilinopus_leclancheri,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.57242749,5.099866428,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.29125257,5.619675965,NA,1
Ptilinopus_luteovirens,Ptilinopus_luteovirens,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.119233347,3.842458542,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.976698112,4.370712875,NA,1
Ptilinopus_magnificus,Ptilinopus_magnificus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.79499433,5.222569589,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.904729394,2.595254707,NA,1
Ptilinopus_marchei,Ptilinopus_marchei,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,10.88592177,5.786897381,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.053116162,4.806477043,NA,1
Ptilinopus_melanospilus,Ptilinopus_melanospilus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.11875487,4.521788577,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.290089802,5.785055195,NA,1
Ptilinopus_merrilli,Ptilinopus_merrilli,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,11.05618864,5.572154032,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.195109069,5.273512248,NA,1
Ptilinopus_monacha,Ptilinopus_monacha,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,10.17122581,4.453183829,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.66021958,3.747148362,NA,1
Ptilinopus_naina,Ptilinopus_naina,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.50384341,3.871201011,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.684866101,1.987874348,NA,1
Ptilinopus_occipitalis,Ptilinopus_occipitalis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.49792401,5.472270674,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.219264891,5.592478405,NA,1
Ptilinopus_ornatus,Ptilinopus_ornatus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.93516836,5.093750201,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.632455532,2.261763098,NA,1
Ptilinopus_pelewensis,Ptilinopus_pelewensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,6.119197914,4.532599493,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,1.190690845,0,NA,1
Ptilinopus_perlatus,Ptilinopus_perlatus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.41983517,5.347107531,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.632455532,2.066862759,NA,1
Ptilinopus_perousii,Ptilinopus_perousii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.982631395,4.537961436,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.405465108,1.012272234,4.26969745,NA,1
Ptilinopus_porphyraceus,Ptilinopus_porphyraceus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,8.817830975,4.65396035,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.987258545,4.6121458,NA,1
Ptilinopus_porphyreus,Ptilinopus_porphyreus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.22707355,5.123963979,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,1.077912336,5.079539273,NA,1
Ptilinopus_pulchellus,Ptilinopus_pulchellus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.73489279,4.248495242,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.622332977,2.091864062,NA,1
Ptilinopus_purpuratus,Ptilinopus_purpuratus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,7.362899045,4.580365067,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,1.525103495,0,NA,1
Ptilinopus_rarotongensis,Ptilinopus_rarotongensis,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,4.053522568,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.414597592,1.333281247,0,NA,1
Ptilinopus_regina,Ptilinopus_regina,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.22407864,4.620748216,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,1.035558076,3.109060959,NA,1
Ptilinopus_richardsii,Ptilinopus_richardsii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,6.650020283,4.643717596,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.4949232,1.648658626,NA,1
Ptilinopus_rivoli,Ptilinopus_rivoli,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,12.72163055,5.003946306,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.668740305,2.721295428,NA,1
Ptilinopus_roseicapilla,Ptilinopus_roseicapilla,Columbidae,Nonpasseriformes,,,Columbiformes,EN,1,5.80934297,4.504244267,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,1.852226595,0,NA,1
Ptilinopus_solomonensis,Ptilinopus_solomonensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,10.06946798,4.686565824,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.611690885,2.960105096,NA,1
Ptilinopus_subgularis,Ptilinopus_subgularis,Columbidae,Nonpasseriformes,,,Columbiformes,VU,1,11.63780945,4.955827058,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.83235829,4.305415532,NA,1
Ptilinopus_superbus,Ptilinopus_superbus,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,14.35086129,4.770684624,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.890912674,2.980618636,NA,1
Ptilinopus_tannensis,Ptilinopus_tannensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.396512838,5.33753808,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0,0.840896415,2.687847494,NA,1
Ptilinopus_victor,Ptilinopus_victor,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,8.717452893,3.842458542,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.819036259,3.36729583,NA,1
Ptilinopus_viridis,Ptilinopus_viridis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,11.46626458,4.795790546,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.692519424,3.280911216,NA,1
Ptilinopus_wallacii,Ptilinopus_wallacii,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,9.49254497,4.775081723,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.414597592,0.600462428,2.884800713,NA,1
Reinwardtoena_browni,Reinwardtoena_browni,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,10.32883045,5.717027701,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.622332977,2.667228207,NA,1
Reinwardtoena_crassirostris,Reinwardtoena_crassirostris,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,10.44277235,5.556828062,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.562341325,2.459588842,NA,1
Reinwardtoena_reinwardtsi,Reinwardtoena_reinwardtsi,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.39406087,5.616771098,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.668740305,2.595254707,NA,1
Starnoenas_cyanocephala,Starnoenas_cyanocephala,Columbidae,Nonpasseriformes,,,Columbiformes,EN,1,10.25789793,5.38907173,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.259940787,4.836281907,NA,1
Stigmatopelia_chinensis,Stigmatopelia_chinensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.1467464,5.068904202,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.372641384,5.639777145,NA,1
Stigmatopelia_senegalensis,Stigmatopelia_senegalensis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,17.13491037,4.408303358,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.129917932,4.346399457,NA,1
Streptopelia_bitorquata,Streptopelia_bitorquata,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.04678559,5.030437921,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Coastal,No,0.693147181,1.383153154,6.061923011,NA,1
Streptopelia_capicola,Streptopelia_capicola,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.07025634,4.955827058,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.957347972,3.33220451,NA,1
Streptopelia_decaocto,Streptopelia_decaocto,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.71213949,5.003677814,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.446666843,5.00327494,NA,1
Streptopelia_decipiens,Streptopelia_decipiens,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.79094875,4.8978398,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.89790076,3.433987204,NA,1
Streptopelia_hypopyrrha,Streptopelia_hypopyrrha,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.18048397,5.087596335,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.177132383,3.683866912,NA,1
Streptopelia_lugens,Streptopelia_lugens,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,13.75953759,5.043425117,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.033299485,4.753590191,NA,1
Streptopelia_orientalis,Streptopelia_orientalis,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.6450228,5.45078091,Generalist,GroundForaging,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.156680084,4.519612298,NA,1
Streptopelia_reichenowi,Streptopelia_reichenowi,Columbidae,Nonpasseriformes,,,Columbiformes,NT,0,11.94161935,4.779123493,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.547722558,2.797281335,NA,1
Streptopelia_roseogrisea,Streptopelia_roseogrisea,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,15.69175472,5.043425117,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.836660027,3.058707073,NA,1
Streptopelia_semitorquata,Streptopelia_semitorquata,Columbidae,Nonpasseriformes,,,Columbiformes,LC,0,16.43677715,5.170483995,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.028737345,3.765840495,NA,1
